дурами: ударим, 
ядрами: рядами, 
нечестное: несчетное, 
носики: искони, сикион, 
синяки: скиния, 
умолкла: умолкал, 
динамо: димона, модина, 
срамотами: матросами, 
жестами: сжимает, 
фамаха: махафа, хамафа, 
вышиб: бывши, 
горазд: грозда, 
смелый: мыслей, 
метлой: ломтей, 
дворян: дворня, 
выбит: битвы, 
несветла: светлане, 
младенец: младенце, 
идумее: иудеем, 
разделила: разделали, 
ханана: ханаан, 
торсби: бросит, 
отсечет: сочтете, 
родина: иордан, 
ноадию: адонию, 
стремова: мастеров, 
петровну: повернут, 
рабсака: баркаса, 
норовила: ларионов, 
хвастливо: восхвалит, 
праотец: праотце, 
сепфора: пафросе, 
корпусе: просеку, 
неотделано: отдаленное, 
болезнию: белизною, 
даровать: радовать, 
обагрить: ограбить, 
откинулся: уклонится, 
година: иногда, 
гидома: годами, 
проникли: приклони, 
наводили: даниилов, 
дивилась: видались, 
разности: разносит, 
приладив: придавил, 
обитую: убитою, 
редеет: дерете, 
отпуске: посекут, 
материям: матерями, 
переврал: перервал, 
дорогам: городам, 
воскресал: воскресла, 
просвещение: всепрощение, 
нисроха: сохрани, 
откупорил: притолоку, 
скогула: огласку, 
вызове: вывозе, 
сонм: сном, 
крестов: сверток, 
барыня: рабыня, 
барынь: рабынь, 
рабыню: барыню, 
курьера: карьеру, 
невского: венского, 
отдавшись: доставишь, 
сгустил: гуслист, 
христа: страхи, 
растит: триста, артист, статир, 
трапу: трупа, 
кустом: стуком, 
счетной: честной, 
астафа: сафата, 
ухом: моху, 
томы: омыт, 
омут: тому, 
пасут: пуста, 
пасть: спать, 
манежной: жеманной, 
ярмо: моря, 
юмор: морю, 
жеманный: манежный, 
мопс: псом, 
голода: догола, 
моднее: медное, демоне, 
ропоту: отопру, топору, отпору, 
отпоры: топоры, 
порост: просто, портос, 
листик: листки, 
неразумия: разумения, 
неразумию: разумению, 
искоренит: сиротинке, 
невыгодное: выеденного, 
слепого: спелого, 
доверяет: девятеро, 
сальвадора: радовалась, 
немедля: неделям, 
толмана: талмона, малтона, 
живио: оживи, 
стопою: постою, 
римски: мирски, 
вложи: лживо, 
округ: горку, 
лживы: выжил, 
дагону: угодна, 
поверку: упреков, 
москву: вкусом, 
сукон: сукно, носку, 
смоквы: москвы, 
кровом: ковром, 
ужинает: унижает, 
подступали: подступила, 
тонок: тонко, 
возку: кузов, 
ладана: далана, 
подметила: подметали, 
арпада: парада, 
погнали: полгина, 
траур: артур, 
последки: подсекли, 
укором: уроком, 
скором: сроком, 
скотом: мосток, 
законом: знакомо, 
сурок: сроку, 
круто: турок, 
мысу: сумы, 
шуточном: чутошном, 
сплетне: слепнет, сплетен, 
барского: рабского, 
одобрение: ободрение, 
выделка: владыке, 
нумеров: верному, 
казенной: законней, 
получила: получали, 
полилась: лопались, 
погасил: погасли, 
почитаев: почивает, 
копты: пыток, копыт, 
мыть: тьмы, 
проку: купор, 
румянце: румянец, 
рабской: барской, 
еммора: мерома, 
взяли: язвил, 
низов: возни, 
морские: мирское, римское, 
подлом: плодом, 
тягол: тягло, 
уголь: ольгу, 
разведи: здравие, 
комитет: отметки, 
голых: хоглы, 
разводе: здравое, 
осиновым: носовыми, 
топко: поток, 
корсо: скоро, сорок, 
пленены: пленные, 
номера: ермона, романе, мерона, 
манеру: нумера, 
станем: стенам, 
дневали: навдеил, 
идеалов: одевали, 
нерадив: дарвине, 
взятии: витязи, 
стиралось: строилась, 
трясется: сретятся, 
оглянись: гонялись, 
пришлось: прошлись, 
трубке: беркут, 
преемники: приемнике, 
высотой: сотовый, 
покорить: окропить, 
телесно: лестное, 
оторвав: товаров, авторов, 
пушкину: пушинку, 
мореша: шомера, 
адонии: ноадии, 
дощечке: дощечек, 
увязил: уязвил, 
лугом: углом, 
голом: могло, 
кадили: кидали, 
однолетнего: отделенного, 
постороннего: построенного, 
подарите: подирает, 
исключали: исключила, 
вонзил: звонил, 
обряда: добрая, 
засух: сузах, 
одевать: авдотье, 
проливали: привалило, 
убытке: букеты, 
обстроил: отбросил, 
маасай: амасай, 
гулля: гулял, 
славилась: свалилась, сливалась, 
сокрушилась: сокрушались, 
звонки: возник, 
кидару: дураки, 
делывал: выделал, 
акриды: кидары, 
кадить: кидать, 
поведал: поделав, подвале, подвела, 
отведал: отделав, 
распустились: расступились, 
иокдам: домика, 
гвинеей: евгений, 
сонину: унисон, 
растем: мастер, 
таинства: наставит, 
надевался: наведался, 
исмаила: мисаила, 
михаила: малахии, 
пудры: пруды, 
золовки: изволок, 
овладел: владело, 
едомова: водоема, 
приятного: принятого, 
переселять: перельется, 
одарил: родила, 
ладоши: лошади, 
ударил: удрали, 
усадил: судила, 
увесть: устьев, 
гедора: ограде, 
укорять: рукоять, 
стирает: растите, 
глупою: плугою, 
пробела: побрела, 
отвалился: оставляли, 
бросался: собрался, 
отчалить: отличать, 
повторилась: отправилось, 
молида: идолам, 
лудима: думали, 
избравший: разбивший, 
данило: ладони, долина, 
данилу: надули, 
ордену: дурное, 
выдержек: выдержке, 
славились: сливались, свалились, 
повредить: провидеть, 
отрасли: строила, 
проза: запор, 
винами: нивами, 
вросшие: соверши, 
влияет: виляет, 
листве: светил, 
привел: вперил, 
весило: висело, 
отвели: ловите, 
ливень: вильне, 
ленивы: левины, 
лениво: неволи, 
внемли: вменил, 
картинами: ратниками, 
спорила: спирало, просила, 
потирал: пролита, роптали, отпирал, 
разно: розан, 
попрали: попирал, пропали, 
осветит: отвести, 
наливался: навалился, 
пребыло: пробелы, 
ловкие: велико, 
отличат: отчалит, 
споришь: просишь, 
прилипал: прилипла, 
распилил: прислали, 
логику: уголки, иголку, 
квасит: ставки, свитка, 
мортье: отмерь, 
черного: огорчен, 
отчалили: отличали, 
делового: долговое, 
свиные: вынеси, 
внести: стивен, 
севину: синеву, 
измучать: замучить, 
проврется: прорвется, 
просить: спорить, 
ученикам: мученика, 
стреле: лестер, 
миколка: клоками, 
колпика: колпаки, 
отклика: католик, 
решилась: решались, 
свалил: славил, 
менестрели: стремление, 
ставил: славит, власти, встали, 
привал: правил, 
назло: знало, 
выпила: выпали, 
острясь: строясь, 
хватил: хвалит, 
тости: стоит, 
неудаче: удачнее, 
посвети: повесит, повести, посетив, 
сочти: чисто, 
передан: наперед, 
фауста: сафута, 
едну: дуне, дену, 
думе: меду, 
едом: доме, моде, 
остановился: становилося, 
делу: удел, 
одел: лоде, доел, дело, доле, 
скользко: скользок, 
едок: едко, доке, 
дрей: рейд, 
саллуме: селлума, 
идет: дети, 
меди: идем, едим, 
дине: един, 
овнами: воинам, иваном, 
узде: езду, уезд, 
казну: знаку, 
еден: едне, 
красками: каркамис, 
ломятся: молятся, 
скупая: пуская, 
пускаю: скупаю, 
горохом: хромого, 
троих: хитро, 
сирот: остри, строи, 
неотложные: отложенные, 
сократилась: раскатилось, 
ушед: душе, 
дует: едут, 
рдея: ядер, 
роде: одре, доре, 
дефо: ефод, 
навины: наивны, 
винная: ванния, 
поразило: позорила, 
пожалело: пожелало, 
кротко: кроток, 
нирова: авирон, 
устают: статую, 
капризные: приказные, 
утешенная: неутешная, 
удержав: державу, 
образов: заборов, 
почти: топчи, чтопи, 
лампой: поймал, 
приимет: примите, 
проси: сироп, 
неправда: праведна, 
хориве: хориев, 
вопите: вопиет, 
навала: лавана, 
ваалам: валаам, 
требовала: арбалетов, 
истова: товиса, 
авраам: аврама, 
аврана: аваран, 
васана: савана, 
запри: приза, 
втереться: вертеться, 
зимам: зимма, 
коленом: коломне, 
зашли: зашил, 
лазил: злила, залил, 
казни: знаки, 
побыл: полбы, 
аграва: рагава, 
обвязал: зяблова, 
урожд: дрожу, 
усидит: студии, 
оркестра: раскроет, 
провести: просвети, 
суди: сиду, 
озарился: озирался, 
газара: загара, 
заострил: застроил, 
ирод: роди, 
едомовы: водоемы, 
дины: дыни, 
дину: дуни, 
один: одни, 
атеистов: оставите, 
пожелаешь: пожалеешь, 
удил: дули, 
идол: доил, доли, 
дико: доик, 
округи: игроку, 
погасила: погасали, 
конрадом: драконом, командор, 
лагада: галаад, 
мрачности: настрочим, 
монастыри: романисты, 
выпустят: выступят, 
задерет: дерзает, 
ничего: гончие, 
хворости: христово, 
речные: черные, 
дикому: домику, 
толковании: николаитов, 
проулки: покурил, 
развить: взирать, 
скупает: пускает, 
окинул: уклони, 
иисусе: иессуи, 
стонать: отстань, 
иарим: армии, марии, 
иамин: мании, 
суетен: унесет, 
аммиуда: мадиаму, 
крепыша: перышка, 
жалеет: желает, 
покорил: окропил, проколи, 
шутить: тушить, 
цифровое: офицеров, 
содрать: радость, 
каторгами: рогатками, 
кислот: слиток, листок, столик, 
окурил: укорил, 
праведен: неправде, 
старики: сатирик, 
подл: плод, 
долу: дуло, 
иазере: иезера, 
отроком: котором, 
повлек: плевок, 
потомок: потоком, 
совлек: лесков, 
обритая: отбирая, обтирая, 
неоткуда: анекдоту, 
сытом: мосты, смыто, сотым, 
занятьем: заменять, 
дыму: думы, 
попадутся: подступая, 
шлюпки: шлюпик, 
домы: моды, 
деревне: древнее, вреднее, 
дому: моду, 
отворить: воротить, 
продавались: оправдались, 
телят: летят, 
извергал: извергла, 
гаваилова: иоваглава, 
суром: урсом, 
юмору: уморю, 
стряпал: спрятал, 
спросонья: проносясь, 
острове: ростове, 
привычек: привычке, 
посетили: летописи, 
апостолом: полосатом, 
достигла: достигал, 
залегли: глазели, 
выпустил: выступил, 
прытко: покрыт, прыток, 
тряпок: кропят, 
плетя: лепят, петля, 
пчелу: плечу, 
уход: ходу, худо, 
ласков: сковал, воксал, 
лукаво: уловка, 
ядро: родя, 
орды: роды, 
роду: урод, одру, дору, орду, 
аптеке: пакете, 
передал: предела, 
заманить: занимать, 
карете: катере, 
отступите: отпустите, 
погребал: пробегал, 
потом: оптом, 
избирали: бразилии, 
единоборстов: единоборство, 
плечо: почел, 
столе: тесло, 
тепло: полет, толпе, 
слепо: ослеп, сопел, спело, после, 
москва: квасом, 
дыру: дуры, 
награду: драгуна, 
апостоля: постояла, 
апостолы: поостыла, 
стирать: растить, 
ядры: ряды, 
слоне: несло, 
кранов: корван, 
пустил: ступил, 
владение: давление, 
судя: сяду, 
деталей: делайте, 
бугор: грубо, гробу, горбу, 
вскоре: свекор, 
шемера: решаем, 
придавило: приводила, 
уродовать: орудовать, 
мешеха: шехема, 
видятся: дивятся, 
изваяли: заявили, изливая, 
трепачка: перчатка, 
шумел: шлему, 
навострит: отстранив, 
зависти: зависит, 
отрекся: кроется, 
смело: лесом, смоле, слоем, 
летом: телом, 
развалилась: разливалась, 
рубашек: рубашке, 
римской: мирской, 
простой: построй, 
кофточек: кофточке, 
построился: отпросился, 
насадила: саладина, 
запотел: ползает, 
терзало: отрезал, 
созрела: срезало, 
утроба: работу, 
уборах: ахбору, 
историка: искариот, 
обрызгал: брызгало, 
выдернет: нетверды, твердыне, 
мартена: матрена, 
раменах: манерах, 
составил: восстали, 
отломил: молотил, 
шутили: тушили, 
кругов: вокруг, 
тоны: ноты, 
тону: ноту, 
соня: нося, ясно, 
норы: орны, 
рабское: боксера, барское, 
канула: каналу, 
лакать: алкать, 
горела: рогела, 
наглые: ангелы, 
нагрел: нергал, 
бароном: набором, 
треску: сертук, кресту, 
караул: украла, 
считая: чистая, 
считаю: частию, 
лежавшими: желавшими, 
точную: ночуют, тучною, 
обернув: брунове, 
покатом: потомка, потокам, 
дверные: вредные, 
мокрота: отрокам, 
древнею: деревню, 
герман: неграм, 
поправил: пропивал, 
воспитал: поставил, 
деревни: древние, 
зовут: тузов, 
мнении: именин, 
стельки: склеить, 
возят: взято, 
козлята: заклято, 
пренебрегла: пренебрегал, 
ведении: видение, 
станка: стакан, 
порочного: чопорного, 
ставьте: светать, 
стегна: гаснет, 
сундуке: секунду, 
рукой: йорку, укрой, 
противься: противясь, 
чистота: отчасти, 
воротила: отворила, 
розданы: надзоры, 
возню: звоню, 
стрелки: крестил, 
пудрой: пройду, 
присевшая: распявшие, 
непринятой: неприятной, 
подступи: подпусти, 
смутные: суетным, 
признав: призван, 
иеглом: могиле, 
гнилое: легион, голени, 
трачу: урчат, 
девушке: девушек, 
возом: зовом, 
арсаку: русака, 
скрипел: скрепил, 
легонькие: голенькие, 
девочке: девочек, 
мукой: мойку, 
пустят: ступят, 
плотиной: полтиной, 
точку: чутко, 
истекло: отсекли, столике, 
шинели: лишние, 
нечестие: стечение, 
исцели: лисице, 
гулкие: келуги, 
настино: наносит, 
пришил: пришли, 
устар: труса, 
берег: бреге, 
яруса: русая, 
услуг: слугу, 
кивнули: вилкину, 
трута: утрат, 
заломив: зимовал, 
позвали: завопил, 
тоску: скоту, суток, 
забора: образа, 
посмотри: построим, 
смутятся: смятутся, 
стукаясь: кусаться, 
ранено: арноне, 
внимает: наметив, 
сретение: интересе, 
нифиса: нафиси, 
пробился: побрился, 
рабам: амбар, 
нанеся: неясна, сенная, 
банка: кабан, 
барак: брака, барка, 
унижать: ужинать, 
чинов: овчин, 
уводили: удивило, 
вселяет: веселят, 
умерьте: умереть, 
наборе: бароне, 
постарался: состряпала, 
осужден: суждено, 
адара: арада, 
бриана: барина, 
парное: напоре, 
шерона: шароне, 
ваана: авана, 
раава: арава, 
таясь: аться, 
арана: наара, 
аграфом: фогарма, 
наама: амана, 
арама: раама, 
вонми: вином, 
симов: своим, 
мотив: твоим, 
топчет: почтет, 
блестя: стебля, 
наступить: напустить, 
потешу: шепоту, 
почету: почует, 
потеху: пехоту, 
селмоне: несмело, 
пятку: купят, 
туалете: улетает, 
рабами: барами, 
ловит: отлив, 
вопил: вопли, 
вняли: ливня, 
сидоровна: дорисован, 
наливал: навалил, 
бедро: добре, 
книжек: книжке, 
великан: кавелин, 
бедру: бреду, 
беред: бреде, бедре, 
ловли: ловил, 
хватила: хватали, 
вывески: высевки, 
заржать: разжать, 
брением: бремени, 
волки: ловки, вилок, 
нездоров: вздорное, 
стране: стерна, 
натуре: трауне, 
кинув: внуки, 
скотину: сотнику, 
иксов: висок, кисов, 
крови: криво, 
искусно: киссону, 
успокоив: сопикову, 
вкуси: виску, 
вперила: привела, 
винюсь: свинью, 
хвалите: левитах, 
наливка: вникала, 
потеря: пятеро, 
видимся: дивимся, 
развлекал: развлекла, 
усилил: сулили, 
облака: бокала, 
браках: барках, 
рабсак: баркас, 
жуткие: кутежи, 
уладиться: удалиться, 
братец: братце, 
сенцах: сценах, 
восход: сходов, 
гареме: емегар, 
тесная: стеная, 
станет: статен, 
суетна: сенату, 
честна: насчет, 
завалило: заливало, 
называли: изнывала, 
заправил: призвала, 
витый: выйти, 
рогом: гомор, 
винил: ливни, 
уронит: отрину, 
ливия: явили, 
холмам: хламом, малхом, 
вратами: травами, 
поступил: попустил, 
иошавам: иашовам, 
своенравие: равновесие, 
упрекали: укрепила, 
толпилась: польстила, 
впиши: пивши, 
уступили: упустили, 
осмотрел: смотрело, 
племенам: пламенем, 
лазареты: разлатые, 
много: ногом, гомон, 
завалили: заливали, 
числиться: исчислять, 
салмон: сломан, слонам, 
малтон: талмон, 
начертила: начертали, 
барона: набора, 
составишь: оставшись, 
умножали: умножила, 
нежить: женить, 
устраняться: растянуться, 
убрана: урбана, 
исчислить: чистились, 
спустили: испустил, 
нетерпения: неприятнее, 
псалом: послам, 
ломота: молота, 
пансиона: написано, 
одолжил: доложил, 
чередой: дочерей, 
корабле: обрекла, 
творимые: миртовые, 
неправды: праведны, 
сосуде: соседу, одессу, 
голубка: глубока, 
спускали: испускал, 
рогожка: жаркого, 
шорох: хорош, 
форточек: форточке, 
могилы: голыми, 
сличите: честили, 
части: чиста, 
балете: табеел, 
ифамара: афарима, 
тверди: вредит, 
коленами: окаменил, николаем, 
двинет: внидет, 
дивоне: видное, видено, дивное, 
дивные: видные, 
довели: оделив, видело, 
увидел: уделив, 
дивите: видите, 
удивишь: увидишь, 
отдыхе: одетых, 
екер: реке, 
кристиана: асинкрита, 
пошто: шопот, 
соленый: слоеный, 
ропот: отпор, топор, 
споро: просо, 
бежало: жалобе, обежал, желоба, 
игроков: кривого, 
фирца: цифра, 
царит: цитра, 
сатир: стари, траси, расти, 
асиру: асуир, саруи, 
ахамани: ахимана, 
престола: постарел, 
довезу: уездов, 
ефес: сефе, 
ступать: спутать, 
тряска: красят, 
лете: теле, 
селе: лесе, 
муже: межу, 
ежом: може, 
лежу: луже, 
лжет: желт, 
стесняли: теснился, 
рваной: равной, 
поедут: подует, 
сандалии: насадили, 
заборе: образе, 
архип: пирах, 
парит: пират, 
оголит: литого, 
туже: жует, 
древко: кедров, 
замолкал: замолкла, 
исчерпал: причесал, 
павлычу: выплачу, 
полтина: плотина, 
лузе: узел, узле, 
злое: золе, лозе, 
билета: табели, 
приходом: проходим, 
зиме: змеи, 
ахиор: ариох, 
попустит: поступит, 
отблеск: блесток, 
золою: лозою, 
волоска: ласково, 
скрывание: некрасивы, 
воксалы: ласковы, 
возврати: затворив, 
девкой: двойке, 
шире: реши, 
пети: типе, 
инне: нине, 
ионе: иное, 
сени: сине, неси, 
теми: мите, 
мехи: михе, 
меши: емши, 
имен: мени, 
мире: мери, риме, 
если: силе, сели, 
лице: цели, 
имел: елим, мели, 
реки: кире, 
кепи: пике, пеки, 
секи: кисе, 
курник: крикну, 
скупают: пускают, 
ранит: тиран, 
ишпан: пашни, 
пинта: антип, 
писан: спина, 
ониха: ианох, 
иасон: сиона, 
фанни: ифнан, 
разобижен: изображен, 
наших: нишах, 
говорите: тигровое, 
ситна: насти, танис, 
обозначались: обозначилась, 
приводило: проводили, 
опустится: оступится, 
щите: ищет, тещи, 
заступил: запустил, 
одобрить: ободрить, 
задирания: раздаянии, 
иорам: мориа, 
мания: ямина, 
нашим: машин, 
манис: снами, 
нимфа: фимна, 
мирна: манир, нимра, 
писцы: спицы, 
мишма: мишам, 
нарушила: нарушали, 
ашиму: ушами, 
продавала: оправдала, 
самих: мисах, 
масти: смита, миста, стами, 
мария: армия, 
марию: армию, 
харми: махир, харим, хирам, 
рафим: рифма, 
злому: узлом, 
сединою: соединю, 
морозе: озером, 
запутал: заплату, 
изломал: замолил, 
одолев: довело, 
следов: вослед, 
хижине: женихи, 
возжелал: возлежал, 
чеку: куче, 
высказали: сказывали, 
обрела: робела, 
дворце: дворец, 
реку: руке, 
упек: купе, 
косе: осек, соке, 
феко: кофе, 
замучил: измучал, 
коне: окне, 
лишали: лишила, 
ислам: силам, 
милан: манил, 
куме: муке, 
шалил: лишал, 
осквернили: искривлено, 
исмаил: силами, мисаил, 
михаил: малхии, 
пилами: липами, 
приятной: принятой, 
кириаф: африки, 
талия: таяли, 
лифта: филат, 
числа: силач, 
листа: стали, 
силах: салхи, лахис, 
плащи: пищал, 
пасли: писал, лапис, спали, 
питал: лапти, пилат, плати, плита, палит, 
кипами: пиками, 
опали: поила, 
ларин: линар, ранил, 
дивится: видится, 
собравшего: бросавшего, 
хилая: лихая, 
лихач: чихал, 
дворне: вредно, 
водену: неводу, 
неводы: водные, 
леху: хуле, 
лечу: учел, луче, 
телу: лету, туле, 
лесу: селу, 
отверзла: отверзал, 
тепл: лепт, 
спел: слеп, 
плеч: пчел, 
польстили: толпились, 
кичка: качки, 
кирка: крика, 
осле: осел, село, слое, 
тело: лето, 
поле: пело, поел, 
челн: член, 
лент: тлен, 
леон: лоне, елон, 
муле: умел, 
виннуя: вунния, 
шатки: кишат, ташки, 
китах: таких, 
тачки: ткачи, 
тарсянина: старинная, 
риска: искра, 
капуи: пауки, 
парки: кипра, парик, 
немалое: онемела, 
науки: каину, 
нитка: ткани, 
самки: маски, миска, искам, 
рамки: марки, 
камни: камин, 
катил: ткали, клита, 
силка: искал, ласки, 
акилу: улика, 
капли: палки, пакли, лапки, 
милка: алким, 
ариилу: уриила, 
дверную: вредную, 
шишак: шашки, 
поступи: попусти, 
оправдалась: продавалась, 
сертуке: секрету, 
дверных: вредных, 
удвоились: уводились, 
поднял: полдня, 
нанося: сонная, 
мечь: чьем, 
разобьется: обрезаться, 
пострел: престол, 
чему: мечу, 
мухе: меху, 
шуме: мешу, 
тьме: темь, 
мсье: есмь, семь, 
семя: смея, 
схем: смех, 
сему: суме, 
отобрано: наоборот, 
меру: умер, 
трем: метр, 
труси: струи, 
моет: томе, 
сисры: риссы, 
роме: море, роем, 
фоем: фоме, моеф, 
мыне: мены, 
ноем: меон, немо, 
умен: нему, мену, 
одержит: дрожите, 
соврав: сорвав, 
двоятся: водятся, 
вменял: внемля, 
майор: рамой, 
окажут: откажу, 
умением: именуем, 
лежали: жалели, желали, 
петрарки: прекрати, 
участник: наскучит, 
ценю: юнец, 
неуч: учен, 
неся: ясен, 
унес: несу, 
стен: сент, 
орне: орен, норе, 
енос: носе, сено, соне, 
фоне: нофе, 
ноет: ноте, тоне, 
ноне: енон, 
долго: голод, 
лапой: пойла, 
малый: лаймы, 
изменена: знамение, 
йоменов: меновой, 
катенин: накинет, 
картине: кретина, 
доиграть: оградить, 
канонир: карнион, никанор, 
отец: отце, 
росе: серо, 
отер: орет, роет, трое, роте, 
орех: хоре, 
опер: перо, поре, 
поет: поте, 
выливал: вывалил, 
исторгли: остригли, 
карой: аркой, йорка, 
удержит: дежурит, 
татар: трата, 
отнеслись: теснилось, 
асфар: сараф, 
тарас: стара, 
наушник: аннушки, 
солове: осовел, 
укажет: кутежа, 
скажет: стежка, 
устьем: суметь, тесьму, 
свободен: небосвод, 
живется: свяжите, 
груди: други, гидру, 
голоде: долгое, 
словам: сломав, маслов, 
пьет: петь, 
перс: серп, 
прет: петр, 
перу: репу, упер, 
виновна: навинов, 
пасха: пасах, 
парах: праха, храпа, 
лежало: желало, 
учением: мучение, 
внимание: вениамин, 
смесью: смеюсь, 
желают: жалеют, 
тяжела: желтая, 
желать: жалеть, лежать, 
толкусь: стольку, 
княжите: нетяжки, 
неправдой: праведной, 
сигону: гусино, 
сотворил: своротил, 
умалялись: умилялась, 
карниона: никанора, канонира, 
листру: трусил, 
представляло: предоставлял, 
гордое: городе, дороге, 
сновал: славно, 
планов: плавно, 
утре: туре, утер, 
урсе: серу, 
сеть: есть, 
сует: утес, 
исход: сходи, 
нажмет: манжет, 
поражал: пожрала, 
укрепитесь: перекусить, 
рокового: оговорок, 
пропустила: проступила, 
дозоров: здорово, 
лентяя: летняя, 
кушают: шаткую, 
исправил: распилив, 
повторил: тороплив, 
принятые: приятные, 
недруг: дергун, 
мечут: мечту, 
пропустим: приступом, 
приступило: пропустили, 
больному: бульоном, 
ствола: встало, 
соврал: сорвал, 
избрал: разбил, 
обнажены: набожные, 
провал: порвал, 
привозите: призовите, 
повалю: впалою, 
вынула: унывал, 
чует: чету, туче, 
фету: ефту, 
выслан: славны, 
шутите: утешит, 
представило: предоставил, 
отчислены: столичные, 
пожалуте: пожалует, 
пожалеют: пожелают, 
пожелать: пожалеть, полежать, 
одних: дохни, 
фахан: нахаф, 
харан: нарах, ранах, 
устрою: острую, 
проступке: проспекту, 
получат: отплачу, оплачут, 
облаков: бокалов, 
зимнего: изнемог, 
срежусь: сержусь, 
клетушка: шкатулке, 
месть: сметь, 
огнистых: гостиных, 
разрешались: разрешилась, 
ничком: кончим, 
наступил: напустил, 
повесть: воспеть, 
асома: амоса, 
аману: наума, 
ранам: маран, 
онама: амона, 
мидян: днями, 
димон: одним, модин, 
махаф: хамаф, 
ахума: мааху, 
рамаф: марфа, 
храма: рамах, 
марша: шрама, 
шашак: шашка, 
актрисе: старике, 
бремена: наберем, 
наркисса: искрасна, 
отвинчу: вотчину, 
прелестная: натерпелся, 
акуфа: кафуа, каафу, 
заступи: запусти, 
диком: домик, 
мутер: умрет, 
угадан: наугад, 
дагона: донага, 
подавила: подавали, 
наводила: данилова, 
повредил: провидел, 
денег: негде, 
исходил: сходили, 
слывет: светлы, 
халат: латах, 
стала: атлас, 
палач: плача, 
пахал: лапах, 
спала: пасла, 
спертый: пестрый, 
изнутри: изнурит, 
плана: напал, 
масла: салма, самла, 
махла: махал, 
загнали: изгнала, 
глазами: замигал, 
достала: солдата, 
утверждай: враждуйте, 
выкрасил: скрывали, 
окончен: конечно, кончено, 
писанию: испанию, 
составлен: восстенал, 
конюшне: конюшен, 
тупо: поту, 
сопя: пояс, 
стоп: пост, 
пору: упор, 
пропивает: поправите, 
писания: испания, 
тачка: ткача, 
каренина: карнаине, 
заключали: заключила, 
сакса: касса, 
краса: арсак, карса, 
акрах: харак, 
выпустив: выступив, 
парка: карпа, 
канта: канат, 
марка: карам, мрака, рамка, 
маска: самка, 
скала: ласка, 
калач: качал, 
шакал: шкала, 
халак: калах, 
алкал: клала, 
капал: палка, 
карал: карла, 
выкупила: выкупали, 
корову: уроков, укоров, 
паслось: спалось, 
восток: скотов, 
сараи: асира, 
ахира: иарха, 
место: тесом, мосте, смоет, 
привыкла: привыкал, 
помре: пером, помер, 
хорем: хомер, хорме, 
сером: есром, 
желаешь: жалеешь, 
каланчой: калачной, 
роту: утро, 
сыро: росы, 
росу: сору, 
сорт: рост, стор, трос, 
лотана: талона, 
порхавшие: проехавши, 
чулана: началу, 
вызвал: взывал, 
кажется: жесткая, 
желанье: лежанье, 
лахай: ахлай, 
каретами: актерами, материка, 
сунем: смену, 
дурною: родную, 
сеням: семян, 
темно: монет, томен, 
номер: ермон, мерно, 
сонме: сеном, 
бордо: бодро, добро, 
сухо: хосу, 
броду: добру, 
бродя: обряд, 
лопата: отпала, 
броды: добры, 
афаим: имафа, 
ахима: маахи, ахиам, 
черной: речной, 
продавать: оправдать, 
асаил: асила, 
тесной: стеной, сотней, 
войлок: ловкой, 
воспитавшего: поставившего, 
питомце: питомец, 
нервное: неверно, 
сажал: сжала, 
острова: ростова, 
ускорю: скорую, 
строку: костру, 
костры: сокрыт, скрыто, 
еммор: морем, 
внесены: вынесен, 
обливался: обвалился, 
вставила: вставали, 
спасал: спасла, 
залам: алмаз, 
знака: казна, наказ, 
замай: займа, 
мизинец: мизинце, 
ламеховы: еламовых, 
хареа: ахера, 
ареса: сарае, 
виясь: явись, 
летками: климате, 
амета: етама, 
емафа: ефама, 
наема: емана, 
арлекин: нарекли, 
алена: алеан, 
камелия: лакеями, 
народами: адонирам, 
расступившимися: распустившимися, 
свиту: стиву, 
харчевне: харчевен, 
висят: святи, 
придите: приидет, 
стивы: свиты, 
потехе: пехоте, 
бросать: собрать, 
дамам: мадам, 
диана: адина, 
приливе: привели, 
задан: назад, 
явлении: влияние, ливияне, 
вступила: вступали, впустила, 
отказывалась: закатывалось, 
дачах: чадах, 
третий: тертий, 
адару: удара, 
арпад: парад, 
воспитали: поставили, 
седмина: сединам, 
отвесных: высохнет, 
рисункам: снурками, 
выбитой: обвитый, 
галса: гласа, 
расклюют: кастрюлю, 
столпившихся: сплотившихся, 
кедрами: дикарем, 
кладите: диалект, 
сиделка: сладкие, 
угара: агура, 
кредита: крадите, 
ранга: гаран, 
семидал: следами, 
следила: сделали, седлали, 
острову: ростову, 
едала: лаеда, 
хадда: хадад, 
припоминает: пропитанием, 
валак: лавка, 
канва: канав, 
товию: витою, 
ахива: иахав, 
ивана: иаван, 
веана: анаве, авена, 
авела: евала, ваале, 
араве: рааве, 
завад: задав, 
глава: влага, 
врага: рагав, 
диаконов: одинаков, 
савта: сават, 
оврагом: арговом, 
врата: трава, 
будки: дубки, 
вопит: отпив, 
блуди: будил, 
авнан: ванна, 
васан: саван, 
нрава: равна, 
аврам: мавра, 
жареного: горожане, 
савла: слава, 
впала: павла, 
алван: навал, лаван, 
дроби: броди, 
научные: научены, 
высказала: сказывала, 
гадар: града, 
гадда: гадад, 
подрались: продались, 
проектов: поверток, 
вараку: рукава, 
бурке: рубке, 
звонко: звонок, 
аквоса: совака, 
осетра: старое, 
баден: бедан, бедна, 
бедра: бреда, 
милостыне: истомлены, 
узником: низкому, 
